rainfall,temperature,humidity,soil_moisture,wind_speed,drought
37,28.72,77,24,27,0
71,39.09,31,46,1,0
132,21.95,69,46,4,0
66,23.06,79,52,25,0
84,20.37,48,21,13,0
92,38.24,28,36,34,0
101,22.38,96,8,13,0
83,21.26,92,26,24,0
130,30.54,32,5,20,0
133,24.8,40,10,18,0
28,31.11,97,33,18,0
47,40.2,78,51,21,0
196,35.56,95,11,18,0
191,33.74,59,10,11,0
168,28.33,97,7,31,0
150,21.7,87,51,21,0
17,22.85,29,36,20,0
16,22.17,32,36,22,0
134,21.08,73,32,4,0
139,42.29,46,60,8,0
140,22.01,94,46,10,0
51,41.53,73,42,19,0
92,21.58,67,13,16,0
166,22.58,68,40,32,0
112,32.76,42,43,23,0
103,31.49,75,36,0,0
140,37.42,20,54,11,0
165,28.85,17,47,20,0
4,39.9,69,37,5,0
134,40.31,34,10,32,1
72,26.78,49,11,35,0
67,43.55,32,8,31,1
79,31.67,68,26,27,0
32,25.42,16,40,24,0
45,38.17,17,14,9,1
137,32.03,33,17,13,0
126,43.52,65,29,28,0
147,22.64,99,39,29,0
153,41.59,70,42,26,0
157,19.46,71,19,13,0
169,19.49,37,47,21,0
142,35.6,26,36,2,0
14,38.58,40,33,20,0
133,30.85,99,60,19,0
136,31.73,44,40,28,0
158,40.72,59,11,11,0
33,32.08,54,12,4,0
199,43.25,26,21,18,1
170,30.91,59,54,18,0
92,41.7,87,51,7,0
150,44.91,32,37,12,0
139,40.71,32,49,34,0
131,29.23,73,23,18,0
57,27.29,40,27,10,0
106,25.75,38,50,9,0
83,23.42,75,58,10,0
184,40.27,70,11,12,0
160,20.34,83,23,30,0
132,40.4,88,39,1,0
90,43.27,51,42,6,0
145,38.22,53,23,32,0
23,42.27,17,41,21,1
103,26.72,16,49,20,0
167,18.8,80,57,16,0
24,30.18,57,18,8,0
45,20.84,58,45,27,0
34,35.08,57,42,6,0
107,42.68,79,16,19,0
163,22.37,44,47,15,0
10,20.94,61,10,15,0
132,38.02,71,14,23,0
37,26.22,82,50,16,0
114,18.85,75,46,1,0
186,20.05,20,52,9,0
122,27.63,52,39,15,0
186,30.68,78,42,0,0
106,39.8,20,7,2,1
176,37.01,98,16,31,0
191,39.47,37,27,18,0
194,25.38,69,39,17,0
197,33.21,98,58,19,0
136,40.97,55,13,29,0
95,44.59,23,40,17,0
59,39.3,89,34,16,0
40,25.98,45,29,33,0
181,23.24,47,45,21,0
50,28.63,42,46,18,0
152,37.57,81,13,1,0
55,44.93,36,19,6,0
174,39.62,18,31,26,0
98,25.42,44,44,0,0
3,43.93,63,46,20,0
117,42.51,25,22,35,1
156,18.07,66,23,15,0
125,35.93,46,53,26,0
80,38.41,80,34,9,0
143,21.75,86,50,9,0
74,26.04,66,55,0,0
134,27.8,19,56,14,0
42,37.05,78,33,31,0
73,32.2,89,44,14,0
109,19.98,24,13,16,0
130,22.77,47,57,23,0
76,21.4,26,53,10,0
156,33.65,34,41,7,0
142,19.57,37,27,10,0
192,19.35,100,5,32,0
160,37.85,59,39,31,0
199,23.74,76,37,19,0
32,34.67,52,6,14,0
126,38.03,53,45,33,0
138,34.25,29,17,31,0
57,21.54,85,57,31,0
10,38.28,66,53,35,0
90,40.42,56,48,34,0
55,37.39,24,29,17,0
169,19.57,21,18,4,0
113,27.93,71,23,12,0
12,41.14,46,43,5,0
54,26.5,68,27,22,0
55,23.39,39,43,0,0
74,43.53,50,43,7,0
8,40.18,31,8,3,1
61,24.98,75,20,15,0
168,26.29,67,56,13,0
38,35.29,89,13,15,1
86,19.31,93,24,28,0
200,20.59,69,14,35,0
166,35.03,77,13,24,0
19,20.68,60,11,9,0
104,28.2,36,12,27,0
105,21.12,95,38,16,0
189,42.19,80,9,1,0
107,28.97,63,45,22,0
106,29.24,66,23,21,0
16,37.76,81,57,33,0
61,26.89,43,17,21,0
113,22.84,25,32,19,0
70,40.62,32,49,10,0
124,20.08,52,56,0,0
148,30.41,55,39,22,0
59,31.87,80,30,15,0
16,37.85,18,54,28,1
144,18.41,26,45,8,0
12,43.8,16,24,6,1
57,25.33,19,25,16,0
91,25.79,50,7,33,0
76,23.73,32,5,28,0
160,40.84,48,27,26,0
54,26.05,39,50,3,0
58,20.82,15,9,20,0
74,43.3,34,15,17,1
198,20.88,16,52,14,0
98,32.63,40,31,3,0
146,29.78,48,47,0,0
105,20.82,75,53,18,0
32,38.96,23,23,26,1
113,22.95,49,12,9,0
122,40.12,100,14,11,0
152,35.09,25,8,28,1
121,40.39,21,8,2,1
198,42.08,50,30,20,0
55,19.5,68,6,16,0
64,25.84,68,29,6,0
79,24.24,99,57,24,0
40,37.05,23,24,27,1
37,28.65,70,31,31,0
102,32.19,79,32,15,0
18,36.07,56,55,35,0
79,25.88,87,34,9,0
141,37.02,50,10,22,0
139,35.11,71,47,26,0
103,39.57,91,52,15,0
185,32.39,25,22,27,0
95,20.35,17,6,21,0
86,36.35,16,35,24,0
29,29.39,94,23,27,0
198,39.96,33,46,11,0
152,19.54,65,57,1,0
139,22.95,38,58,23,0
193,37.74,39,19,2,0
198,39.7,66,28,11,0
65,42.07,43,42,34,0
114,37.18,81,6,4,0
162,43.64,74,31,34,0
178,40.92,89,11,6,0
36,44.25,83,36,35,0
19,42.04,69,51,19,0
187,37.03,78,34,26,0
144,22.19,59,50,22,0
149,31.57,33,29,24,0
82,19.5,50,35,18,0
13,20.46,71,48,3,0
48,44.28,22,5,5,1
138,40.21,44,50,3,0
134,26.79,28,37,14,0
51,41.94,87,45,28,0
128,32.62,82,43,1,0
105,32.49,23,32,28,0
151,35.25,48,18,35,0
28,24.3,45,51,34,0
97,36.02,81,40,3,0
74,23.81,88,36,27,0
9,38.19,45,36,20,0
165,29.18,19,40,30,0
140,25.36,50,10,34,0
167,34.32,52,15,2,0
99,24.67,26,58,33,0
41,32.63,22,52,35,0
198,41.03,89,45,32,0
62,30.24,55,55,23,0
61,35.16,96,53,13,0
88,40.02,63,25,3,0
13,31.08,19,17,4,1
27,26.82,16,35,16,0
72,34.5,37,42,0,0
150,24.77,37,22,25,0
25,19.31,64,14,31,0
113,38.19,89,51,34,0
30,22.49,71,24,30,0
21,20.3,41,8,32,0
69,37.34,58,37,16,0
64,19.87,83,59,12,0
85,37.36,26,12,1,1
10,22.91,62,26,19,0
48,41.09,27,20,27,1
99,38.7,31,5,8,1
118,22.48,93,16,23,0
181,33.25,33,11,30,0
95,27.16,71,51,31,0
33,30.49,99,18,4,0
139,42.69,47,32,11,0
59,37.28,83,57,18,0
183,22.49,71,59,16,0
178,36.47,57,38,12,0
3,18.99,55,46,4,0
172,42.92,68,30,17,0
120,30.6,65,17,5,0
146,30.85,61,58,22,0
155,36.1,71,51,32,0
169,27.18,63,27,14,0
84,44.44,63,44,10,0
59,24.46,73,11,14,0
119,36.72,57,41,20,0
4,21.2,54,15,18,0
173,38.69,54,57,0,0
166,27.46,93,32,25,0
103,18.28,55,24,14,0
114,30.74,44,23,23,0
178,44.97,41,38,10,0
36,39.01,67,48,34,0
56,26.69,59,33,6,0
185,29.25,67,56,21,0
178,40.79,78,32,25,0
27,29.13,42,45,26,0
140,25.23,79,28,24,0
144,40.3,26,15,22,1
33,27.55,93,48,30,0
169,24.26,53,28,24,0
19,20.01,88,24,3,0
5,34.13,88,52,35,0
90,35.88,15,51,15,0
186,19.55,92,43,22,0
69,35.45,64,51,31,0
51,34.13,16,57,18,0
141,34.49,59,57,33,0
89,25.77,27,55,25,0
149,28.15,15,23,17,0
59,26.78,68,49,8,0
171,36.53,34,24,24,1
109,19.5,18,46,33,0
30,37.94,97,47,35,0
36,19.15,91,16,7,0
124,44.14,27,33,24,0
191,24.23,44,6,28,0
53,33.7,29,51,16,0
71,26.15,95,54,7,0
26,34.59,61,26,19,0
98,19.87,30,9,35,0
133,30.83,76,58,8,0
123,26.6,56,55,30,0
85,32.2,53,19,17,0
163,19.81,94,27,28,0
166,44.47,15,54,5,0
67,44.25,54,50,27,0
155,41.99,43,26,17,0
22,20.67,55,55,9,0
178,36.78,88,38,11,0
106,31.28,97,47,33,0
166,22.01,36,15,33,0
184,34.81,51,40,29,0
61,28.57,75,33,21,0
30,41.71,54,20,8,1
159,43.99,37,24,26,0
62,19.8,40,55,30,0
169,18.93,40,18,35,0
194,36.52,70,19,16,0
54,19.58,61,60,17,0
73,20.68,46,45,2,0
53,39.07,100,48,5,0
163,19.89,21,43,31,0
197,29.49,26,46,19,0
107,19.4,89,17,27,0
192,43.79,82,21,15,0
136,35.69,62,42,2,0
175,43.9,75,49,0,0
102,35.38,38,8,14,0
53,37.41,45,29,6,0
109,40.91,25,21,13,1
85,44.44,15,20,3,1
22,33.83,31,36,12,0
147,35.79,66,31,26,0
59,30.38,82,56,32,0
0,25.78,51,32,1,0
41,29.63,87,17,27,0
133,34.81,87,15,14,0
94,42.14,82,30,27,0
56,41.77,17,56,0,0
198,27.16,81,39,21,0
68,30.47,54,14,31,0
170,28.08,74,48,0,0
145,24.23,78,31,6,0
70,28.98,96,58,13,0
137,25.81,29,26,30,0
126,23.26,88,37,25,0
170,28.09,89,35,18,0
94,41.73,50,60,20,0
122,40.18,36,36,18,0
13,38.01,85,33,23,0
121,38.01,57,59,0,0
125,42.7,18,6,18,1
50,39.65,33,7,21,1
142,24.55,31,25,31,0
100,18.66,48,15,4,0
168,43.54,56,41,32,0
43,22.32,94,50,27,0
37,44.29,29,30,25,1
151,35.66,54,30,4,0
105,27.17,85,52,32,0
99,19.42,72,31,30,0
10,23.34,26,43,5,0
20,43.99,47,49,0,0
3,21.19,37,57,11,0
164,38.55,47,7,25,0
146,39.31,22,26,30,0
101,18.78,86,52,14,0
95,43.21,51,40,18,0
176,36.11,64,42,9,0
87,36.12,28,53,2,0
123,26.95,97,36,13,0
104,36.6,42,44,16,0
1,42.56,98,34,30,0
179,29.18,72,16,9,0
177,18.01,97,14,32,0
58,28.76,50,23,10,0
110,29.26,55,11,25,0
193,36.0,38,6,33,0
119,22.01,18,22,28,0
147,37.16,35,40,0,0
37,40.3,63,15,14,1
132,36.95,29,30,17,0
145,32.57,44,41,22,0
70,31.46,16,13,25,0
109,33.22,39,9,31,0
83,27.76,48,38,18,0
82,34.25,85,23,27,0
112,29.23,74,51,34,0
78,44.24,54,54,7,0
57,36.17,96,55,16,0
79,39.43,40,41,30,0
95,41.75,60,44,7,0
198,40.71,97,59,31,0
73,21.64,46,58,32,0
182,33.77,64,11,12,0
136,29.6,56,22,2,0
199,33.97,89,46,6,0
122,37.97,16,5,3,1
142,25.63,72,10,12,0
22,31.51,32,36,26,0
125,26.98,47,17,28,0
140,19.63,32,17,2,0
128,19.39,82,57,18,0
180,40.69,79,35,6,0
14,26.79,87,34,10,0
70,43.74,97,59,26,0
113,43.12,44,36,28,0
13,25.57,63,47,22,0
199,38.06,17,43,14,0
42,24.9,63,55,12,0
118,37.49,51,31,10,0
101,29.58,53,52,4,0
113,27.51,71,57,6,0
190,35.09,52,36,26,0
186,36.63,41,49,33,0
176,22.24,73,20,16,0
43,36.11,73,18,31,1
133,41.13,100,26,24,0
32,30.33,90,58,5,0
17,26.3,28,6,31,1
70,35.24,30,8,23,1
23,24.88,25,36,15,0
130,39.4,75,9,5,0
84,34.35,54,47,7,0
45,33.01,37,21,1,0
162,28.28,60,53,25,0
115,38.79,62,47,31,0
162,20.35,38,43,9,0
183,26.07,18,47,4,0
89,43.87,79,59,15,0
121,37.3,27,29,16,0
79,34.48,51,60,27,0
30,23.96,52,58,21,0
103,20.98,46,49,25,0
55,40.1,85,14,2,0
166,31.9,93,11,35,0
3,42.69,81,26,10,0
6,22.65,23,33,33,0
164,21.6,45,57,27,0
55,18.37,81,32,11,0
146,41.74,27,9,8,1
155,31.93,30,20,2,0
71,22.9,86,37,25,0
15,20.69,55,18,34,0
66,24.22,65,34,33,0
150,27.14,79,11,16,0
136,24.92,48,23,1,0
20,19.8,32,39,17,0
52,39.09,82,51,1,0
148,26.58,88,9,1,0
100,26.64,52,54,34,0
78,39.32,87,49,27,0
73,40.4,99,38,24,0
38,41.6,61,13,5,1
105,22.58,52,44,5,0
189,41.66,32,29,14,0
178,42.37,55,52,14,0
52,40.84,35,14,4,0
42,29.0,21,55,9,0
195,33.35,29,27,6,0
54,21.57,85,45,30,0
187,29.43,45,43,18,0
63,41.04,26,51,5,0
135,43.43,46,32,20,0
78,22.45,85,14,11,0
143,30.57,69,8,26,0
33,34.85,72,56,6,0
57,38.82,100,56,20,0
105,39.26,50,52,16,0
128,42.64,17,17,30,1
191,22.6,55,12,9,0
154,38.35,88,53,22,0
89,34.86,54,48,2,0
121,38.64,65,35,29,0
18,27.06,77,59,19,0
164,30.35,94,41,10,0
133,26.73,64,54,30,0
5,19.34,73,24,25,0
86,18.72,27,21,26,0
100,35.95,57,10,15,0
56,41.33,20,51,19,0
40,23.78,16,16,20,1
47,31.6,69,17,7,0
117,31.89,42,23,32,0
0,32.68,83,33,33,0
142,43.99,46,57,4,0
33,24.29,28,13,35,1
44,19.51,53,5,27,0
117,34.05,25,15,23,0
51,34.13,90,15,20,0
3,38.05,17,51,7,1
145,39.22,66,22,23,0
156,37.43,87,42,1,0
184,31.01,71,21,14,0
151,28.63,62,14,10,0
51,18.17,48,60,35,0
37,24.19,30,31,31,0
48,37.27,51,18,19,1
126,33.84,40,39,25,0
3,37.63,55,53,23,0
152,29.9,18,53,15,0
109,38.08,81,51,1,0
116,30.71,33,11,12,0
125,27.2,59,22,32,0
9,20.36,75,8,4,0
132,30.82,60,27,10,0
113,34.57,33,49,27,0
176,33.12,41,16,20,0
87,22.19,99,60,21,0
178,42.23,46,37,3,0
176,23.38,31,25,34,0
179,31.15,38,19,8,0
30,23.87,62,7,16,0
138,18.45,92,48,22,0
37,43.18,33,17,34,1
9,37.59,65,47,3,0
0,26.42,45,5,19,0
133,43.73,33,48,18,0
42,28.64,47,29,6,0
76,37.42,40,35,5,0
176,42.94,82,44,23,0
43,28.01,22,25,16,0
30,29.17,51,24,7,0
176,35.31,78,8,17,0
86,39.94,57,23,20,0
95,39.02,86,18,18,0
70,38.95,66,23,1,0
142,31.94,85,12,21,0
187,31.61,37,57,17,0
121,30.6,44,15,33,0
44,27.34,42,34,9,0
189,32.97,66,37,27,0
23,38.64,100,52,25,0
113,41.04,54,18,9,0
171,23.1,20,54,4,0
14,31.82,47,25,23,0
50,31.6,98,17,29,0
190,21.15,87,27,31,0
63,44.06,51,39,32,0
143,25.06,31,52,11,0
177,32.48,79,31,34,0
123,44.14,39,23,20,0
190,27.28,38,60,27,0
113,29.28,41,35,11,0
131,28.45,26,57,35,0
126,19.21,21,13,10,0
126,20.82,47,53,7,0
90,36.3,49,7,3,0
35,41.15,74,5,5,1
63,41.15,31,40,30,0
92,32.41,51,35,7,0
195,41.52,18,51,28,0
70,18.86,37,52,33,0
187,42.91,98,59,16,0
23,23.71,21,29,32,0
86,36.88,60,7,12,0
125,28.14,39,8,2,0
136,42.54,91,17,6,0
82,29.19,19,16,26,0
135,44.58,71,11,23,0
51,30.1,96,34,25,0
160,20.87,25,19,16,0
93,32.33,40,60,20,0
66,37.27,78,33,14,0
119,25.21,58,41,1,0
162,44.9,93,13,26,0
107,27.14,100,5,26,0
98,38.19,35,50,21,0
160,19.6,55,28,8,0
40,38.23,64,24,26,1
147,35.0,82,54,30,0
10,33.46,99,33,3,0
195,42.3,49,48,31,0
3,39.75,23,26,14,1
37,28.88,41,47,2,0
135,20.78,48,13,26,0
77,25.75,20,31,31,0
34,38.36,39,31,15,0
93,29.29,41,21,9,0
151,43.43,19,22,8,1
8,36.46,59,26,0,0
13,31.24,46,29,16,0
93,42.2,100,54,27,0
190,31.09,47,59,7,0
136,40.34,42,15,25,0
14,26.55,26,56,1,0
125,40.41,76,56,1,0
81,20.23,34,54,22,0
53,35.44,55,29,14,0
164,32.47,27,45,16,0
33,29.54,27,23,26,1
78,32.11,77,21,13,0
97,25.72,79,26,8,0
192,37.12,48,55,27,0
51,18.51,40,37,21,0
89,41.48,77,49,13,0
104,28.06,77,47,9,0
187,18.04,53,41,21,0
118,24.91,54,60,35,0
17,30.99,34,41,22,0
195,40.12,77,42,8,0
68,33.36,15,14,0,0
124,36.54,67,59,15,0
140,39.08,16,48,9,0
8,36.25,23,10,23,1
61,25.86,79,48,8,0
10,29.19,89,48,31,0
177,32.86,73,26,3,0
137,27.64,85,14,35,0
196,27.95,96,14,3,0
144,33.32,98,54,23,0
188,29.08,81,39,26,0
53,40.48,37,13,15,0
141,41.22,97,47,12,0
32,19.2,22,32,16,0
196,44.88,36,25,31,0
64,20.98,92,25,17,0
7,23.42,76,11,4,0
59,39.61,74,21,25,0
110,23.04,39,47,3,0
36,29.12,89,30,30,0
54,24.55,18,34,10,0
120,26.61,17,31,12,0
197,38.8,96,51,1,0
8,26.86,34,54,3,0
91,31.84,54,19,13,0
3,22.35,60,48,1,0
24,42.74,80,7,9,1
153,36.96,93,26,29,0
130,35.79,35,34,6,0
176,37.59,16,28,9,0
170,39.0,19,31,14,0
6,32.12,41,42,15,0
200,26.38,19,5,18,0
18,24.9,24,20,16,1
154,25.04,48,31,7,0
191,37.32,95,43,24,0
134,24.86,24,34,27,0
188,32.87,85,56,28,0
108,41.18,67,53,23,0
25,44.77,21,10,6,1
25,34.99,59,13,4,0
146,33.34,22,7,10,0
22,24.82,58,25,13,0
127,22.34,44,14,1,0
19,20.74,79,35,4,0
91,22.75,27,8,19,0
64,19.03,72,58,13,0
75,33.56,54,24,31,0
112,28.05,52,42,15,0
200,39.95,87,57,30,0
103,27.36,60,21,3,0
49,37.39,47,39,12,0
98,30.86,57,59,16,0
149,21.14,74,5,30,0
176,40.1,51,25,31,0
146,20.1,100,54,4,0
69,42.99,45,45,18,0
67,37.01,43,51,24,0
55,34.11,96,28,33,0
123,19.73,56,30,6,0
200,28.64,65,25,31,0
163,18.62,50,18,18,0
125,44.21,73,22,28,0
195,33.65,54,9,0,0
84,26.41,95,52,23,0
36,38.2,70,60,26,0
27,23.8,53,42,23,0
93,29.01,77,49,13,0
79,27.43,61,16,26,0
148,27.8,37,48,32,0
15,43.9,72,60,32,0
173,22.83,61,39,31,0
145,22.82,15,31,26,0
42,31.83,24,10,7,1
100,20.46,61,15,32,0
1,40.87,39,49,31,0
163,37.43,61,38,27,0
86,23.97,33,57,8,0
52,19.87,65,34,9,0
80,27.75,91,25,8,0
16,32.98,46,60,19,0
44,21.92,79,24,8,0
101,18.35,80,30,19,0
80,18.46,91,31,27,0
15,25.46,32,6,23,1
186,28.78,76,50,30,0
73,44.32,41,17,32,0
97,18.01,91,41,27,0
93,34.44,58,21,17,0
136,32.32,100,34,9,0
51,31.8,22,53,6,0
153,25.97,37,30,24,0
147,26.75,67,25,2,0
9,20.93,48,54,9,0
132,20.38,100,7,35,0
199,44.62,91,25,11,0
126,19.89,20,42,18,0
15,24.71,56,6,28,0
185,29.78,73,38,22,0
81,41.73,63,41,12,0
73,42.66,23,21,10,1
92,31.81,21,16,16,0
39,35.72,93,54,1,0
143,26.45,21,15,28,0
6,28.87,80,34,2,0
31,36.84,65,22,2,1
96,30.04,58,25,23,0
42,43.34,53,5,9,1
79,38.13,57,60,16,0
94,41.83,17,39,14,0
52,26.78,69,38,25,0
121,28.89,47,31,5,0
136,39.51,47,45,22,0
27,29.3,29,46,10,0
73,24.16,76,37,25,0
141,21.44,75,49,24,0
45,24.66,81,8,30,0
9,27.66,75,60,6,0
82,24.87,76,57,7,0
95,33.92,76,20,3,0
122,39.58,61,45,29,0
29,37.27,75,48,23,0
194,40.45,36,37,8,0
167,25.35,95,54,15,0
110,22.44,63,45,19,0
152,43.94,45,37,6,0
148,24.7,31,30,30,0
169,18.44,40,13,9,0
147,36.76,46,60,34,0
96,37.71,74,47,11,0
0,31.61,46,21,35,0
144,36.43,78,44,3,0
46,23.78,70,38,4,0
193,34.94,99,15,0,0
130,35.57,35,60,6,0
71,44.68,95,13,8,0
84,41.59,62,22,32,0
27,21.7,41,5,16,0
161,31.71,15,35,2,0
159,27.27,72,24,33,0
114,22.25,51,49,34,0
73,22.54,67,35,16,0
112,22.18,30,38,25,0
195,35.93,72,20,13,0
13,24.27,42,48,5,0
58,34.2,68,27,2,0
72,38.22,24,58,34,0
157,28.97,79,36,5,0
70,23.99,94,58,23,0
69,37.79,69,15,8,0
82,36.23,53,52,1,0
64,32.22,49,45,20,0
60,28.18,55,32,32,0
59,18.41,24,50,16,0
69,30.69,80,17,32,0
102,30.26,29,24,20,0
112,32.59,93,6,22,0
61,33.13,81,9,12,0
175,35.23,45,22,6,0
77,34.05,87,11,28,0
123,36.71,23,46,31,0
129,44.72,38,52,31,0
189,23.61,98,39,31,0
158,31.35,20,14,26,0
4,18.27,67,41,33,0
193,19.27,64,43,22,0
167,22.92,74,51,5,0
98,31.39,32,46,33,0
94,28.24,92,21,22,0
187,25.11,39,41,11,0
167,27.59,96,10,21,0
113,29.75,94,52,2,0
121,30.77,68,47,15,0
46,21.09,73,7,19,0
90,40.54,81,57,28,0
46,34.67,96,14,20,0
175,19.55,44,46,32,0
191,19.24,96,6,34,0
102,29.08,18,56,34,0
140,23.77,87,59,1,0
127,20.01,84,30,31,0
57,32.51,95,27,6,0
188,27.89,76,28,24,0
178,22.64,82,36,2,0
164,44.76,99,50,12,0
76,43.08,81,46,18,0
17,25.13,55,5,29,0
73,27.96,51,24,1,0
0,33.04,19,29,2,0
59,28.46,81,51,2,0
53,20.56,38,27,15,0
121,28.27,92,29,3,0
52,39.18,87,36,29,0
1,26.51,18,12,25,1
127,28.82,89,57,20,0
9,41.42,18,42,14,1
49,19.38,59,39,10,0
29,21.91,85,25,34,0
15,31.07,42,38,22,0
11,42.69,48,54,21,0
143,27.65,30,13,22,0
108,31.55,32,22,4,0
26,36.0,90,55,22,0
143,18.31,63,32,4,0
69,20.06,61,34,15,0
92,27.39,78,52,4,0
127,28.31,91,29,23,0
191,33.81,47,35,35,0
111,35.43,55,8,11,0
169,26.22,49,50,31,0
98,22.39,34,54,24,0
144,20.71,25,37,26,0
10,38.0,100,22,17,1
190,35.43,66,26,26,0
54,33.81,88,56,12,0
59,38.47,35,27,2,0
115,28.61,40,29,30,0
150,33.04,22,34,32,0
150,32.3,71,12,8,0
27,19.46,35,7,5,0
42,33.07,65,15,18,0
164,19.26,84,39,1,0
55,30.17,94,45,6,0
153,36.52,75,51,16,0
70,29.2,36,20,29,0
21,22.06,28,38,17,0
82,40.81,44,33,17,0
52,29.54,52,6,35,0
78,37.65,17,17,32,1
151,20.39,36,10,8,0
81,25.22,53,48,11,0
188,34.09,84,12,6,0
37,30.54,45,41,17,0
23,33.15,23,20,2,1
42,41.33,34,43,4,1
172,43.83,86,37,8,0
112,33.37,78,18,34,0
141,27.14,39,29,30,0
162,35.0,31,26,3,0
39,20.89,70,30,35,0
75,27.99,43,44,11,0
104,26.23,62,21,31,0
177,27.46,61,46,27,0
122,19.9,34,31,31,0
12,36.64,98,20,28,1
53,33.42,73,42,6,0
66,20.65,43,22,25,0
149,22.03,29,35,21,0
88,38.45,78,53,8,0
162,39.91,95,10,35,0
31,26.58,48,57,25,0
52,23.56,36,16,31,0
175,34.05,91,35,35,0
28,23.37,59,15,11,0
113,39.46,82,55,27,0
61,36.53,65,39,12,0
174,39.07,70,13,15,0
133,18.13,47,10,13,0
123,40.38,61,52,24,0
181,31.11,64,25,7,0
80,34.23,57,27,25,0
159,29.19,64,28,0,0
142,21.21,30,54,17,0
56,33.31,31,50,22,0
104,30.72,57,23,4,0
78,43.57,24,51,8,0
171,32.39,37,18,29,0
114,32.73,55,25,24,0
84,24.13,16,29,4,0
129,39.99,24,13,14,1
172,24.15,50,22,9,0
192,36.63,75,49,22,0
59,19.46,71,31,2,0
188,43.63,76,54,33,0
139,21.91,40,54,3,0
124,36.96,54,48,6,0
98,30.0,18,35,32,0
72,36.1,80,53,34,0
63,35.36,44,26,15,0
107,28.67,21,6,12,0
149,25.08,97,27,17,0
7,40.27,46,54,10,0
37,42.7,37,21,16,1
83,32.19,66,48,8,0
140,29.71,71,5,10,0
72,39.4,78,14,15,0
181,42.73,64,50,33,0
48,29.28,75,40,3,0
100,26.06,34,20,1,0
140,20.47,87,55,23,0
99,38.16,48,17,12,0
33,25.92,56,11,8,0
91,27.77,54,52,8,0
51,33.34,72,34,9,0
44,20.88,25,11,5,1
97,37.65,19,28,34,0
121,19.1,26,25,3,0
21,20.32,58,57,18,0
31,42.69,31,46,9,1
89,34.39,65,59,2,0
162,44.28,60,8,29,0
154,37.34,35,47,33,0
166,38.73,95,52,10,0
76,36.15,44,19,7,0
68,32.68,37,30,23,0
153,41.71,97,55,14,0
146,29.91,73,23,14,0
99,23.46,98,55,7,0
152,39.8,43,34,22,0
136,41.0,98,13,9,0
72,36.36,95,16,25,0
151,33.7,46,9,25,0
152,21.79,79,16,35,0
32,23.18,53,40,10,0
108,38.78,99,60,22,0
199,25.87,75,60,31,0
75,29.95,16,22,8,0
68,38.54,40,22,11,0
143,41.2,28,43,13,0
138,41.93,65,41,14,0
60,44.36,41,37,20,0
101,40.08,24,15,23,1
23,40.09,41,44,7,0
54,42.11,74,30,28,0
98,29.7,62,45,4,0
7,43.54,42,47,29,0
137,44.0,30,42,3,0
169,33.53,16,15,33,0
178,26.95,37,21,3,0
199,28.98,74,12,19,0
56,40.22,99,33,18,0
76,31.24,65,36,23,0
160,18.42,78,59,2,0
130,36.22,99,23,1,0
17,19.85,54,51,33,0
192,24.04,86,35,4,0
136,24.76,43,15,10,0
8,23.29,88,56,11,0
186,42.63,36,14,34,0
34,27.12,30,35,22,0
81,43.03,98,31,5,0
137,21.0,93,18,15,0
63,21.39,87,14,1,0
102,41.08,88,45,34,0
20,43.6,78,44,31,0
113,21.19,46,8,28,0
158,27.79,76,58,16,0
18,31.49,96,59,27,0
22,42.58,59,15,28,1
101,40.08,19,41,21,0
101,22.6,16,38,30,0
189,36.6,48,8,8,0
193,19.87,69,57,26,0
142,19.88,78,49,13,0
104,20.08,18,19,9,0
2,20.48,47,32,27,0
138,34.71,24,17,23,0
49,20.16,42,52,23,0
111,29.44,44,58,12,0
191,22.73,89,13,25,0
136,39.15,96,7,23,0
16,43.17,95,29,34,0
89,28.56,92,46,15,0
32,36.22,85,46,5,0
33,21.77,48,48,21,0
92,21.79,34,46,9,0
99,27.35,95,36,16,0
171,23.45,87,46,26,0
45,31.94,45,14,26,0
142,20.88,25,27,18,0
66,25.97,55,51,12,0
59,42.36,40,19,11,0
126,24.13,32,58,8,0
18,19.42,52,42,6,0
97,29.78,58,59,0,0
122,19.36,21,53,24,0
102,22.23,68,21,35,0
98,28.7,68,45,14,0
189,38.98,79,10,11,0
89,26.28,57,28,0,0
10,40.85,17,41,19,1
133,32.58,71,59,20,0
181,34.47,54,41,0,0
196,29.68,69,57,1,0
190,25.61,42,60,16,0
3,25.97,65,16,23,0
120,28.55,83,60,27,0
136,36.96,47,34,3,0
43,37.7,37,44,12,0
19,22.55,37,40,8,0
165,39.43,28,7,19,1
47,34.67,37,11,21,0
148,38.57,19,20,24,1
51,38.26,62,41,0,0
8,41.67,47,47,21,0
76,37.87,24,19,22,1
88,21.02,66,57,10,0
197,23.79,15,19,34,0
56,36.74,47,34,2,0
25,24.98,29,24,11,1
65,43.48,29,31,17,0
102,39.98,16,20,26,1
60,35.96,99,56,13,0
88,20.4,89,26,8,0
6,38.55,45,24,7,1
51,38.45,31,8,34,1
46,18.96,92,57,17,0
24,37.11,16,59,4,1
44,36.89,47,18,20,1
14,33.81,91,11,12,0
146,43.68,19,59,1,0
76,43.91,34,26,5,0
195,38.12,88,7,18,0
13,19.47,62,37,11,0
13,21.61,26,13,2,1
139,35.96,53,10,26,0
85,18.02,37,12,33,0
